arm,scenario_id,repeat,status,missing_reason,customer_speech_end_ms,agent_request_start_ms,agent_text_first_token_ms,provider_request_start_ms,provider_response_ms,first_audio_playback_ms,final_audio_completion_ms,interruption_ms,cancellation_effective_ms,stale_response_incidents,error_count,timeout_count,fallback_count
current_retell_baseline,unknown_request,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,unknown_request,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,unknown_request,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,unknown_request,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,unknown_request,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,unknown_request,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,unknown_request,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,unknown_request,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,unknown_request,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,transfer_unavailable,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,transfer_unavailable,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,transfer_unavailable,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,transfer_unavailable,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,transfer_unavailable,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,transfer_unavailable,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,transfer_unavailable,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,transfer_unavailable,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,transfer_unavailable,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,transfer_unavailable,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,personal_identity,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,personal_identity,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,personal_identity,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,personal_identity,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,personal_identity,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,personal_identity,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,personal_identity,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,personal_identity,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,personal_identity,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
current_retell_baseline,personal_identity,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,greeting,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,greeting,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,greeting,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,greeting,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,greeting,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,greeting,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,greeting,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,greeting,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,greeting,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,greeting,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,simple_faq,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,simple_faq,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,simple_faq,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,simple_faq,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,simple_faq,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,simple_faq,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,simple_faq,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,simple_faq,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,simple_faq,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,simple_faq,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,menu_clarification,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,menu_clarification,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,menu_clarification,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,menu_clarification,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,menu_clarification,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,menu_clarification,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,menu_clarification,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,menu_clarification,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,menu_clarification,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,menu_clarification,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,allergy_question,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,allergy_question,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,allergy_question,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,allergy_question,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,allergy_question,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,allergy_question,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,allergy_question,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,allergy_question,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,allergy_question,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,allergy_question,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,reservation_availability,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,reservation_availability,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,reservation_availability,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,reservation_availability,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,reservation_availability,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,reservation_availability,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,reservation_availability,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,reservation_availability,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,reservation_availability,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,reservation_availability,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,order_correction,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,order_correction,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,order_correction,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,order_correction,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,order_correction,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,order_correction,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,order_correction,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,order_correction,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,order_correction,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,order_correction,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,frustration,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,frustration,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,frustration,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,frustration,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,frustration,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,frustration,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,frustration,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,frustration,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,frustration,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,frustration,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,interruption,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,interruption,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,interruption,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,interruption,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,interruption,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,interruption,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,interruption,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,interruption,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,interruption,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,interruption,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,silence_incomplete_input,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,silence_incomplete_input,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,silence_incomplete_input,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,silence_incomplete_input,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,silence_incomplete_input,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,silence_incomplete_input,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,silence_incomplete_input,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,silence_incomplete_input,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,silence_incomplete_input,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,silence_incomplete_input,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,unknown_request,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,unknown_request,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,unknown_request,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,unknown_request,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,unknown_request,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,unknown_request,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,unknown_request,7,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,unknown_request,8,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,unknown_request,9,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,unknown_request,10,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,transfer_unavailable,1,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,transfer_unavailable,2,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,transfer_unavailable,3,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,transfer_unavailable,4,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,transfer_unavailable,5,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
retell_native_clone,transfer_unavailable,6,missing_authorization,Explicit voice-sample and provider-action authorization was not supplied.,,,,,,,,,,,,,
